784 854 480
111 303 -1 1
107 304 -1 1
108 304 -1 1
109 304 -1 1
110 304 -1 1
111 304 -1 1
106 305 -1 1
107 305 -1 1
108 305 -1 1
109 305 -1 1
110 305 -1 1
111 305 -1 1
105 306 -1 1
106 306 -1 1
107 306 -1 1
108 306 -1 1
109 306 -1 1
110 306 -1 1
105 307 -1 1
106 307 -1 1
107 307 -1 1
108 307 -1 1
109 307 -1 1
110 307 -1 1
105 308 -1 1
106 308 -1 1
107 308 -1 1
108 308 -1 1
109 308 -1 1
104 309 -1 1
105 309 -1 1
106 309 -1 1
107 309 -1 1
108 309 -1 1
109 309 -1 1
103 310 -1 1
104 310 -1 1
105 310 -1 1
106 310 -1 1
107 310 -1 1
108 310 -1 1
109 310 -1 1
102 311 -1 1
103 311 -1 1
104 311 -1 1
105 311 -1 1
106 311 -1 1
107 311 -1 1
108 311 -1 1
109 311 -1 1
101 312 -1 1
102 312 -1 1
103 312 -1 1
104 312 -1 1
105 312 -1 1
106 312 -1 1
107 312 -1 1
108 312 -1 1
101 313 -1 1
102 313 -1 1
103 313 -1 1
104 313 -1 1
105 313 -1 1
106 313 -1 1
107 313 -1 1
101 314 -1 1
102 314 -1 1
103 314 -1 1
104 314 -1 1
105 314 -1 1
106 314 -1 1
101 315 -1 1
102 315 -1 1
103 315 -1 1
104 315 -1 1
105 315 -1 1
100 316 -1 1
101 316 -1 1
102 316 -1 1
103 316 -1 1
104 316 -1 1
105 316 -1 1
100 317 -1 1
101 317 -1 1
102 317 -1 1
103 317 -1 1
104 317 -1 1
105 317 -1 1
100 318 -1 1
101 318 -1 1
102 318 -1 1
103 318 -1 1
104 318 -1 1
105 318 -1 1
106 318 -1 1
107 318 -1 1
108 318 -1 1
109 318 -1 1
100 319 -1 1
101 319 -1 1
102 319 -1 1
103 319 -1 1
104 319 -1 1
105 319 -1 1
106 319 -1 1
107 319 -1 1
108 319 -1 1
109 319 -1 1
110 319 -1 1
111 319 -1 1
112 319 -1 1
133 319 -1 1
134 319 -1 1
135 319 -1 1
136 319 -1 1
137 319 -1 1
138 319 -1 1
139 319 -1 1
140 319 -1 1
141 319 -1 1
142 319 -1 1
100 320 -1 1
101 320 -1 1
102 320 -1 1
103 320 -1 1
104 320 -1 1
105 320 -1 1
106 320 -1 1
107 320 -1 1
108 320 -1 1
109 320 -1 1
110 320 -1 1
111 320 -1 1
112 320 -1 1
113 320 -1 1
114 320 -1 1
115 320 -1 1
116 320 -1 1
131 320 -1 1
132 320 -1 1
133 320 -1 1
134 320 -1 1
135 320 -1 1
136 320 -1 1
137 320 -1 1
138 320 -1 1
139 320 -1 1
140 320 -1 1
141 320 -1 1
142 320 -1 1
143 320 -1 1
101 321 -1 1
102 321 -1 1
103 321 -1 1
104 321 -1 1
105 321 -1 1
106 321 -1 1
107 321 -1 1
108 321 -1 1
109 321 -1 1
110 321 -1 1
111 321 -1 1
112 321 -1 1
113 321 -1 1
114 321 -1 1
115 321 -1 1
116 321 -1 1
117 321 -1 1
130 321 -1 1
131 321 -1 1
132 321 -1 1
133 321 -1 1
134 321 -1 1
135 321 -1 1
136 321 -1 1
137 321 -1 1
138 321 -1 1
139 321 -1 1
140 321 -1 1
141 321 -1 1
142 321 -1 1
143 321 -1 1
144 321 -1 1
145 321 -1 1
104 322 -1 1
105 322 -1 1
106 322 -1 1
107 322 -1 1
108 322 -1 1
109 322 -1 1
110 322 -1 1
111 322 -1 1
112 322 -1 1
113 322 -1 1
114 322 -1 1
115 322 -1 1
116 322 -1 1
117 322 -1 1
118 322 -1 1
119 322 -1 1
127 322 -1 1
128 322 -1 1
129 322 -1 1
130 322 -1 1
131 322 -1 1
132 322 -1 1
133 322 -1 1
134 322 -1 1
135 322 -1 1
136 322 -1 1
137 322 -1 1
138 322 -1 1
139 322 -1 1
140 322 -1 1
141 322 -1 1
142 322 -1 1
143 322 -1 1
144 322 -1 1
145 322 -1 1
146 322 -1 1
107 323 -1 1
108 323 -1 1
109 323 -1 1
110 323 -1 1
111 323 -1 1
112 323 -1 1
113 323 -1 1
114 323 -1 1
115 323 -1 1
116 323 -1 1
117 323 -1 1
118 323 -1 1
119 323 -1 1
120 323 -1 1
126 323 -1 1
127 323 -1 1
128 323 -1 1
129 323 -1 1
130 323 -1 1
131 323 -1 1
132 323 -1 1
133 323 -1 1
134 323 -1 1
135 323 -1 1
136 323 -1 1
137 323 -1 1
138 323 -1 1
139 323 -1 1
140 323 -1 1
141 323 -1 1
142 323 -1 1
143 323 -1 1
144 323 -1 1
145 323 -1 1
146 323 -1 1
147 323 -1 1
110 324 -1 1
111 324 -1 1
112 324 -1 1
113 324 -1 1
114 324 -1 1
115 324 -1 1
116 324 -1 1
117 324 -1 1
118 324 -1 1
119 324 -1 1
120 324 -1 1
121 324 -1 1
125 324 -1 1
126 324 -1 1
127 324 -1 1
128 324 -1 1
129 324 -1 1
130 324 -1 1
131 324 -1 1
132 324 -1 1
133 324 -1 1
134 324 -1 1
140 324 -1 1
141 324 -1 1
142 324 -1 1
143 324 -1 1
144 324 -1 1
145 324 -1 1
146 324 -1 1
147 324 -1 1
148 324 -1 1
114 325 -1 1
115 325 -1 1
116 325 -1 1
117 325 -1 1
118 325 -1 1
119 325 -1 1
120 325 -1 1
121 325 -1 1
122 325 -1 1
123 325 -1 1
124 325 -1 1
125 325 -1 1
126 325 -1 1
127 325 -1 1
128 325 -1 1
129 325 -1 1
130 325 -1 1
131 325 -1 1
132 325 -1 1
133 325 -1 1
141 325 -1 1
142 325 -1 1
143 325 -1 1
144 325 -1 1
145 325 -1 1
146 325 -1 1
147 325 -1 1
148 325 -1 1
149 325 -1 1
150 325 -1 1
115 326 -1 1
116 326 -1 1
117 326 -1 1
118 326 -1 1
119 326 -1 1
120 326 -1 1
121 326 -1 1
122 326 -1 1
123 326 -1 1
124 326 -1 1
125 326 -1 1
126 326 -1 1
127 326 -1 1
128 326 -1 1
129 326 -1 1
130 326 -1 1
144 326 -1 1
145 326 -1 1
146 326 -1 1
147 326 -1 1
148 326 -1 1
149 326 -1 1
150 326 -1 1
151 326 -1 1
117 327 -1 1
118 327 -1 1
119 327 -1 1
120 327 -1 1
121 327 -1 1
122 327 -1 1
123 327 -1 1
124 327 -1 1
125 327 -1 1
126 327 -1 1
127 327 -1 1
128 327 -1 1
144 327 -1 1
145 327 -1 1
146 327 -1 1
147 327 -1 1
148 327 -1 1
149 327 -1 1
150 327 -1 1
151 327 -1 1
152 327 -1 1
159 327 -1 1
160 327 -1 1
161 327 -1 1
118 328 -1 1
119 328 -1 1
120 328 -1 1
121 328 -1 1
122 328 -1 1
123 328 -1 1
124 328 -1 1
125 328 -1 1
126 328 -1 1
127 328 -1 1
145 328 -1 1
146 328 -1 1
147 328 -1 1
148 328 -1 1
149 328 -1 1
150 328 -1 1
151 328 -1 1
152 328 -1 1
153 328 -1 1
154 328 -1 1
155 328 -1 1
156 328 -1 1
157 328 -1 1
158 328 -1 1
159 328 -1 1
160 328 -1 1
161 328 -1 1
162 328 -1 1
120 329 -1 1
121 329 -1 1
122 329 -1 1
123 329 -1 1
124 329 -1 1
125 329 -1 1
126 329 -1 1
147 329 -1 1
148 329 -1 1
149 329 -1 1
150 329 -1 1
151 329 -1 1
152 329 -1 1
153 329 -1 1
154 329 -1 1
155 329 -1 1
156 329 -1 1
157 329 -1 1
158 329 -1 1
159 329 -1 1
160 329 -1 1
161 329 -1 1
162 329 -1 1
149 330 -1 1
150 330 -1 1
151 330 -1 1
152 330 -1 1
153 330 -1 1
154 330 -1 1
155 330 -1 1
156 330 -1 1
157 330 -1 1
158 330 -1 1
159 330 -1 1
160 330 -1 1
161 330 -1 1
162 330 -1 1
150 331 -1 1
151 331 -1 1
152 331 -1 1
153 331 -1 1
154 331 -1 1
155 331 -1 1
156 331 -1 1
157 331 -1 1
158 331 -1 1
159 331 -1 1
160 331 -1 1
161 331 -1 1
151 332 -1 1
152 332 -1 1
153 332 -1 1
154 332 -1 1
155 332 -1 1
156 332 -1 1
157 332 -1 1
158 332 -1 1
159 332 -1 1
160 332 -1 1
